date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,carm-elo1_pre,carm-elo2_pre,carm-elo_prob1,carm-elo_prob2,carm-elo1_post,carm-elo2_post,raptor1_pre,raptor2_pre,raptor_prob1,raptor_prob2,score1,score2,quality,importance,total_rating,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
2022-04-07,2022,0,,LAL,UTA,1457.51096755696,1648.17457542296,0.472407664957941,0.527592335042059,1466.07001313951,1639.61552984041,1468.33288916048,1639.07639277409,0.396697170675434,0.603302829324566,1476.43603283813,1630.97324909644,1237.04301650154,1611.7670845154,0.168898695068246,0.831101304931754,105,110,12,,,265,265,42,98,0.429,19,44,0.432,24,28,0.857,10,43,53,32,4,4,7,24,127,,0.576,0.526,0.449,0.286,20,79.6,51,76.2,3.8,7,6,100,120.8,122.7,,,9,20,0.667,6,11,1,6,8,1,4,13,17,12,2,1,2,5,30,17,0.85,0.8,0.733,1.143,12.2,32.3,22,47.2,2.4,3.6,15.5,25.7,166,129,MEM,127,1,0,265,265,45,98,0.459,12,41,0.293,27,34,0.794,11,40,51,31,4,5,6,23,129,,0.571,0.52,0.418,0.347,20.4,80,49,68.9,3.8,9.3,5,100,122.7,120.8,,,8,19,0.7,2,9,0.667,6,7,1,4,8,12,10,1,4,1,4,24,12,0.81,0.778,0.8,1,9.8,44.7,21.5,62.1,2.9,12.3,14.8,30,159,129,DAL,129,0,2019,2019-04-07,True
